gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
SKTGIJFO_CDS_4644	155108	154326	-	PP456879.1	-2848199.0	4067	188.0	0.466	7.196e-55	4067	258.635193	2.935470046862355e-76	No_custom_HMM	No_custom_HMM	No_custom_HMM	4067	ab initio prediction:PHANOTATE:1.6.7	CDS	#838383	transglycosylase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4645	155703	155170	-	PP456879.1	-29931.75	2935	115.0	0.379	1.2950000000000001e-30	2935	157.534714	4.5656952019807075e-46	No_custom_HMM	No_custom_HMM	No_custom_HMM	2935	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4646	156181	155786	-	PP456879.1	-11310.18	14484	160.0	0.61	8.572999999999999e-47	14484	192.186111	8.189397799253501e-57	No_custom_HMM	No_custom_HMM	No_custom_HMM	14484	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4647	156476	156156	-	PP456879.1	-403.9849	24791	140.0	0.894	2.787e-41	24791	165.398087	5.907848625046513e-49	No_custom_HMM	No_custom_HMM	No_custom_HMM	24791	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4648	156909	156403	-	PP456879.1	-6766.879	7584	126.0	0.45	1.245e-34	7584	235.432663	8.639457901076316e-70	No_custom_HMM	No_custom_HMM	No_custom_HMM	7584	ab initio prediction:PHANOTATE:1.6.7	CDS	#f35f49	Rz-like spanin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4649	157488	156925	-	PP456879.1	-262944.8	159	66.0	0.263	8.164e-14	159	134.01796	1.130508805151191e-38	No_custom_HMM	No_custom_HMM	No_custom_HMM	159	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	RuvC-like Holliday junction resolvase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4650	158387	157491	-	PP456879.1	-13458800.0	3315	356.0	0.627	1.022e-111	3315	405.566315	2.109650039623159e-121	No_custom_HMM	No_custom_HMM	No_custom_HMM	3315	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4651	158971	158483	-	PP456879.1	-44503.32	14616	266.0	0.796	3.004e-83	14616	284.275146	4.0097761047192914e-85	No_custom_HMM	No_custom_HMM	No_custom_HMM	14616	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4652	159462	158980	-	PP456879.1	-2616.51	2297	147.0	0.493	8.211000000000001e-42	2297	188.690887	1.748899482667968e-55	No_custom_HMM	No_custom_HMM	No_custom_HMM	2297	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DNA endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4653	160015	159413	-	PP456879.1	-109290.6	13209	250.0	0.628	1.009e-76	13209	299.716125	1.9148740224743997e-89	No_custom_HMM	No_custom_HMM	No_custom_HMM	13209	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4654	161406	160015	-	PP456879.1	-86771490000000.0	2163	193.0	0.431	4.2229999999999996e-54	2163	472.272339	6.308098729940259e-141	No_custom_HMM	No_custom_HMM	No_custom_HMM	2163	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4655	162779	161406	-	PP456879.1	-3739303000.0	2163	202.0	0.477	3.504e-57	2163	524.185059	1.1932507848473463e-156	No_custom_HMM	No_custom_HMM	No_custom_HMM	2163	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4656	164179	162791	-	PP456879.1	-33622530000.0	2163	204.0	0.333	1.019e-57	2163	503.354675	2.4309437254262064e-150	No_custom_HMM	No_custom_HMM	No_custom_HMM	2163	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4657	164276	164172	-	PP456879.1	-1.143789	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4658	164586	164254	-	PP456879.1	-4392.084	11029	148.0	0.667	2.705e-43	11029	92.391609	3.2103690329399764e-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	11029	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4659	166914	164599	-	PP456879.1	-3.341454e+19	13857	1089.0	0.705	0.0	13857	1297.087769	0.0	No_custom_HMM	No_custom_HMM	No_custom_HMM	13857	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4660	167012	168295	+	PP456879.1	-37077570000000.0	3337	359.0	0.464	8.563e-111	3337	502.73291	1.3979118748697527e-150	No_custom_HMM	No_custom_HMM	No_custom_HMM	3337	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4661	171026	168342	-	PP456879.1	-3.333814e+24	3004	649.0	0.397	2.456e-201	3004	1027.378662	0.0	No_custom_HMM	No_custom_HMM	No_custom_HMM	3004	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4662	171062	173236	+	PP456879.1	-4.847561e+19	3222	785.0	0.534	5.858e-251	3222	903.236816	2.450698648042813e-271	No_custom_HMM	No_custom_HMM	No_custom_HMM	3222	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4663	173247	174119	+	PP456879.1	-3265283.0	1037	164.0	0.35	9.216e-46	1037	220.382462	6.370526918177069e-65	No_custom_HMM	No_custom_HMM	No_custom_HMM	1037	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4664	174128	174571	+	PP456879.1	-14905.94	2935	100.0	0.395	1.4190000000000001e-25	2935	122.529678	2.5308182529415064e-35	No_custom_HMM	No_custom_HMM	No_custom_HMM	2935	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4665	175268	174636	-	PP456879.1	-1776104.0	14839	337.0	0.782	6.129e-107	14839	314.475525	7.23808664620234e-94	No_custom_HMM	No_custom_HMM	No_custom_HMM	14839	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4666	177514	175349	-	PP456879.1	-7068077000000000.0	15010	1172.0	0.794	0.0	15010	1288.40271	0.0	No_custom_HMM	No_custom_HMM	No_custom_HMM	15010	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4667	179181	177550	-	PP456879.1	-21981240000000.0	2943	527.0	0.516	3.555e-166	2943	696.908386	3.106794704126137e-209	No_custom_HMM	No_custom_HMM	No_custom_HMM	2943	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4668	180273	179191	-	PP456879.1	-33814080000.0	15024	552.0	0.753	2.0880000000000003e-178	15024	577.153503	2.227484044306429e-173	No_custom_HMM	No_custom_HMM	No_custom_HMM	15024	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4669	180682	180230	-	PP456879.1	-19.43257	23099	317.0	0.993	4.824e-101	23099	353.895203	1.3523972890006915e-106	No_custom_HMM	No_custom_HMM	No_custom_HMM	23099	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4670	183122	180879	-	PP456879.1	-3103081000.0	3231	671.0	0.507	2.0220000000000003e-212	3231	876.394775	2.736476007210563e-263	No_custom_HMM	No_custom_HMM	No_custom_HMM	3231	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4671	183728	183195	-	PP456879.1	-537.067	14501	288.0	0.782	2.0209999999999998e-90	14501	322.875763	1.1214490522761532e-96	No_custom_HMM	No_custom_HMM	No_custom_HMM	14501	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4672	183868	185415	+	PP456879.1	-567087300000000.0	3213	589.0	0.593	1.5969999999999998e-188	3213	673.371948	4.214624303818676e-202	No_custom_HMM	No_custom_HMM	No_custom_HMM	3213	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DnaB-like replicative helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4673	185470	185838	+	PP456879.1	-472.8691	17291	193.0	0.766	1.4670000000000001e-58	17291	192.511292	4.8861445641522806e-57	No_custom_HMM	No_custom_HMM	No_custom_HMM	17291	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4674	185840	186076	+	PP456879.1	-48.46029	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4675	186180	186082	-	PP456879.1	-1.102069	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4676	186634	186545	-	PP456879.1	-0.2838465	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4677	187025	186720	-	PP456879.1	-26.6302	25431	224.0	1.0	7.621000000000001e-70	25431	239.55368	5.035982102092378e-72	No_custom_HMM	No_custom_HMM	No_custom_HMM	25431	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4678	187092	187003	-	PP456879.1	-1.371338	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4679	187466	187191	-	PP456879.1	-84.2005	17965	160.0	0.837	1.129e-47	17965	163.801819	1.531559956194025e-48	No_custom_HMM	No_custom_HMM	No_custom_HMM	17965	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4680	187611	187468	-	PP456879.1	-27.22797	33756	111.0	1.0	7.408e-32	33756	134.526642	1.7996376259099585e-39	No_custom_HMM	No_custom_HMM	No_custom_HMM	33756	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4681	187863	187651	-	PP456879.1	-29.5861	15753	101.0	0.71	7.143e-28	15753	122.464836	1.5066289000587585e-35	No_custom_HMM	No_custom_HMM	No_custom_HMM	15753	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4682	188021	187860	-	PP456879.1	-37.74028	31799	110.0	0.967	2.625e-31	31799	141.236664	1.4140269854406938e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	31799	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4683	188245	188018	-	PP456879.1	-19.83598	10237	114.0	0.736	4.285e-32	10237	123.89595	4.109705867901903e-36	No_custom_HMM	No_custom_HMM	No_custom_HMM	10237	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4684	188593	188309	-	PP456879.1	-35.31007	2339	107.0	0.58	3.282e-29	2339	102.716507	1.6794286092541779e-29	No_custom_HMM	No_custom_HMM	No_custom_HMM	2339	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	HTH DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4685	188864	188601	-	PP456879.1	-232.0653	10237	130.0	0.778	1.846e-37	10237	130.229263	4.3393277157690905e-38	No_custom_HMM	No_custom_HMM	No_custom_HMM	10237	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4686	189187	188912	-	PP456879.1	-271.5714	26012	203.0	1.0	6.398e-63	26012	220.656937	2.7350365077818183e-66	No_custom_HMM	No_custom_HMM	No_custom_HMM	26012	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4687	189726	189229	-	PP456879.1	-188.0666	24332	360.0	1.0	8.297000000000001e-116	24332	396.865417	1.274827214874116e-119	No_custom_HMM	No_custom_HMM	No_custom_HMM	24332	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4688	190145	189762	-	PP456879.1	-8.426973	27917	273.0	1.0	2.636e-86	27917	303.023407	4.1743195891526683e-91	No_custom_HMM	No_custom_HMM	No_custom_HMM	27917	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4689	190432	190181	-	PP456879.1	-2.846842	23667	160.0	0.907	7.614e-48	23667	142.088043	4.27636419337809e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	23667	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4690	190926	190504	-	PP456879.1	-4478.781	24514	291.0	0.98	1.774e-92	24514	324.738922	1.0366936278922671e-97	No_custom_HMM	No_custom_HMM	No_custom_HMM	24514	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4691	191293	190937	-	PP456879.1	-563.4248	24364	248.0	0.985	1.024e-77	24364	274.602905	1.506062482692696e-82	No_custom_HMM	No_custom_HMM	No_custom_HMM	24364	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4692	191908	191381	-	PP456879.1	-955.9374	33672	295.0	0.953	1.8949999999999998e-93	33672	336.742035	2.9059984668574506e-101	No_custom_HMM	No_custom_HMM	No_custom_HMM	33672	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4693	191884	191988	+	PP456879.1	-0.1241057	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4694	192335	192174	-	PP456879.1	-15.33387	36583	106.0	0.932	8.598e-30	36583	133.062988	4.724566741636235e-39	No_custom_HMM	No_custom_HMM	No_custom_HMM	36583	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4695	192441	192325	-	PP456879.1	-2.641176	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4696	192782	192444	-	PP456879.1	-44.07433	27015	230.0	0.965	1.1420000000000001e-71	27015	254.775574	1.8156137904357546e-76	No_custom_HMM	No_custom_HMM	No_custom_HMM	27015	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4697	193263	192817	-	PP456879.1	-134.4967	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4698	193875	193387	-	PP456879.1	-26848.3	30914	108.0	0.412	5.206000000000001e-26	335	148.134247	8.191887086603562e-43	No_custom_HMM	No_custom_HMM	No_custom_HMM	30914	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4699	194348	193956	-	PP456879.1	-1951.732	25704	271.0	0.979	2.028e-85	25704	304.049622	1.9866122845113335e-91	No_custom_HMM	No_custom_HMM	No_custom_HMM	25704	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4700	194482	194357	-	PP456879.1	-10.6474	34982	87.0	0.979	1.895e-23	34982	113.064651	8.121609051987485e-33	No_custom_HMM	No_custom_HMM	No_custom_HMM	34982	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4701	194944	194522	-	PP456879.1	-1529.923	14431	153.0	0.63	8.128e-45	14431	201.221863	1.2854722335809474e-59	No_custom_HMM	No_custom_HMM	No_custom_HMM	14431	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4702	196351	194969	-	PP456879.1	-326047400000000.0	3245	410.0	0.489	7.486000000000001e-128	3245	551.006775	3.7977630336911423e-165	No_custom_HMM	No_custom_HMM	No_custom_HMM	3245	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4703	196934	196353	-	PP456879.1	-70968.02	5833	204.0	0.552	2.5059999999999998e-61	5833	246.373749	2.876081797328676e-73	No_custom_HMM	No_custom_HMM	No_custom_HMM	5833	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4704	198348	196939	-	PP456879.1	-264010200000.0	3013	431.0	0.496	2.385e-135	3013	550.93335	3.823724581774038e-165	No_custom_HMM	No_custom_HMM	No_custom_HMM	3013	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4705	199976	198348	-	PP456879.1	-4302253000000000.0	3289	596.0	0.572	2.8149999999999997e-190	3289	614.100891	3.659094147317874e-184	No_custom_HMM	No_custom_HMM	No_custom_HMM	3289	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4706	200073	199981	-	PP456879.1	-0.1308227	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4707	202510	200060	-	PP456879.1	-8.858087e+22	27812	1528.0	0.898	0.0	27812	1815.162231	0.0	No_custom_HMM	No_custom_HMM	No_custom_HMM	27812	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4708	203725	202610	-	PP456879.1	-107172800000.0	12254	484.0	0.657	1.101e-154	12254	568.842224	9.870880736700219e-171	No_custom_HMM	No_custom_HMM	No_custom_HMM	12254	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	internal head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4709	205430	203787	-	PP456879.1	-3509887000000000.0	6807	603.0	0.574	1.219e-192	6807	538.093933	4.502881785652381e-161	No_custom_HMM	No_custom_HMM	No_custom_HMM	6807	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	internal head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4710	207035	205518	-	PP456879.1	-4.25957e+17	6807	450.0	0.458	1.057e-139	6807	608.956116	1.4430085619039247e-182	No_custom_HMM	No_custom_HMM	No_custom_HMM	6807	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	internal head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4711	208412	207105	-	PP456879.1	-1488018000000.0	6807	313.0	0.384	8.819e-93	6807	463.248383	2.2696790669503293e-138	No_custom_HMM	No_custom_HMM	No_custom_HMM	6807	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	internal head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_4712	209740	208418	-	PP456879.1	-2696448000000.0	2497	132.0	0.27	1.735e-33	2497	281.596466	2.5948853994914545e-83	No_custom_HMM	No_custom_HMM	No_custom_HMM	2497	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	internal head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
